transaction_id,date,card_category,revenue,interest_earned,total_trans_amt,annual_fees,total_trans_count,customer_job,education_level,use_chip,exp_type,quarter,month,gender,age_group,income_group
T0000483,2023-04-27,Blue,42.77,8.16,731.11,0,1,White-collar,Graduate,Swipe,Entertainment,Q2,Apr,F,30-40,Med
T0000484,2023-10-30,Blue,14.9,3.21,402.87,49,2,Retirees,Post-Graduate,Chip,Grocery,Q4,Oct,F,50-60,High
T0000485,2023-04-08,Blue,46.74,9.23,828.78,0,1,Blue-collar,Doctorate,Swipe,Fuel,Q2,Apr,M,40-50,Low
T0000486,2023-06-20,Blue,45.17,32.52,1178.39,199,5,Retirees,Doctorate,Swipe,Bills,Q2,Jun,M,40-50,Med
T0000487,2023-03-31,Platinum,33.2,35.39,1242.65,199,4,White-collar,Doctorate,Chip,Food,Q1,Mar,F,30-40,Low
T0000488,2023-09-04,Gold,5.23,2.15,96.59,99,1,Retirees,High School,Chip,Bills,Q3,Sep,F,20-30,Med
T0000489,2023-07-31,Blue,8.77,0.05,162.03,0,5,White-collar,Graduate,Swipe,Bills,Q3,Jul,M,40-50,Med
T0000490,2023-08-09,Blue,125.26,42.46,2415.93,99,3,Selfemployed,Graduate,Swipe,Food,Q3,Aug,M,50-60,Med
T0000491,2023-01-07,Silver,11.29,3.93,262.94,49,5,Retirees,Unknown,Swipe,Travel,Q1,Jan,M,30-40,Med
T0000492,2023-11-03,Blue,42.39,21.35,1064.74,0,4,Retirees,Post-Graduate,Swipe,Grocery,Q4,Nov,F,40-50,Med
T0000493,2023-05-07,Blue,77.11,23.24,1366.7,99,1,Govt,Uneducated,Swipe,Fuel,Q2,May,F,40-50,High
T0000494,2023-08-09,Blue,27.68,19.61,2258.15,199,1,Blue-collar,Doctorate,Chip,Travel,Q3,Aug,M,40-50,High
T0000495,2023-03-17,Blue,17.74,4.15,610.46,199,5,Retirees,Graduate,Chip,Bills,Q1,Mar,F,50-60,High
T0000496,2023-11-07,Gold,127.73,10.22,2218.04,49,2,Blue-collar,Post-Graduate,Swipe,Grocery,Q4,Nov,F,40-50,Low
T0000497,2023-10-13,Silver,22.1,5.06,424.66,99,1,Selfemployed,Unknown,Swipe,Bills,Q4,Oct,F,60+,Med
T0000498,2023-06-17,Blue,16.13,4.9,322.06,0,4,White-collar,Uneducated,Swipe,Entertainment,Q2,Jun,F,40-50,High
T0000499,2023-03-03,Blue,15.03,7.37,471.2,0,2,White-collar,Unknown,Swipe,Bills,Q1,Mar,F,50-60,Med
T0000500,2023-04-05,Blue,23.92,2.62,644.09,0,2,Retirees,Uneducated,Chip,Food,Q2,Apr,M,30-40,High
T0000501,2023-05-05,Blue,6.35,6.1,263.45,49,5,Businessman,Doctorate,Chip,Bills,Q2,May,F,40-50,Med
T0000502,2023-03-23,Blue,2.03,0.44,36.61,0,2,Businessman,Unknown,Swipe,Bills,Q1,Mar,F,60+,Low
T0000503,2023-08-21,Blue,90.32,46.5,1975.94,99,3,Govt,Doctorate,Swipe,Bills,Q3,Aug,F,30-40,Med
T0000504,2023-12-25,Platinum,19.94,21.43,826.87,199,4,Govt,Graduate,Swipe,Entertainment,Q4,Dec,F,30-40,High
T0000505,2023-06-05,Blue,21.58,21.02,999.75,199,2,Businessman,Graduate,Swipe,Fuel,Q2,Jun,M,40-50,Med
T0000506,2023-09-19,Blue,64.71,3.54,1401.59,49,2,Businessman,Uneducated,Chip,Food,Q3,Sep,M,40-50,Med
T0000507,2023-06-07,Blue,29.13,11.89,1560.61,99,1,White-collar,Unknown,Swipe,Food,Q2,Jun,M,40-50,Med
T0000508,2023-07-31,Gold,4.19,1.53,70.05,199,1,Businessman,Unknown,Chip,Food,Q3,Jul,F,40-50,Med
T0000509,2023-02-15,Blue,14.24,1.91,926.61,99,1,White-collar,Unknown,Swipe,Entertainment,Q1,Feb,M,40-50,High
T0000510,2023-10-26,Gold,55.17,18.98,1485.62,0,4,Govt,Doctorate,Swipe,Entertainment,Q4,Oct,F,60+,Low
T0000511,2023-06-11,Silver,26.1,18.21,2036.76,0,2,Retirees,Uneducated,Swipe,Fuel,Q2,Jun,F,50-60,High
T0000512,2023-05-02,Blue,9.13,1.24,448.57,0,5,Selfemployed,Uneducated,Chip,Entertainment,Q2,May,F,50-60,Low
T0000513,2023-06-04,Blue,43.82,9.98,825.79,199,3,White-collar,Post-Graduate,Swipe,Entertainment,Q2,Jun,F,20-30,Low
T0000514,2023-07-10,Blue,16.14,8.59,352.77,99,1,White-collar,Unknown,Swipe,Bills,Q3,Jul,M,50-60,Med
T0000515,2023-04-08,Blue,40.38,0.44,1556.24,199,4,Selfemployed,Doctorate,Swipe,Bills,Q2,Apr,M,40-50,Low
T0000516,2023-11-20,Gold,42.65,15.26,887.97,199,4,Selfemployed,Uneducated,Swipe,Grocery,Q4,Nov,F,50-60,Med
T0000517,2023-02-12,Silver,56.73,21.23,1625.7,199,5,Businessman,Post-Graduate,Chip,Bills,Q1,Feb,M,40-50,High
T0000518,2023-11-03,Gold,42.91,36.01,1744.02,0,4,Govt,Graduate,Swipe,Food,Q4,Nov,M,50-60,Med
T0000519,2023-11-16,Blue,11.2,8.97,1007.44,199,2,White-collar,Unknown,Swipe,Fuel,Q4,Nov,F,60+,High
T0000520,2023-10-23,Blue,37.08,9.58,772.42,199,4,Govt,Doctorate,Swipe,Entertainment,Q4,Oct,F,60+,High
T0000521,2023-05-26,Gold,28.84,14.09,588.98,0,3,Retirees,Doctorate,Chip,Entertainment,Q2,May,F,30-40,High
T0000522,2023-01-13,Gold,8.77,1.11,309.4,0,4,Retirees,Unknown,Swipe,Fuel,Q1,Jan,F,30-40,Med
T0000523,2023-05-09,Blue,113.83,38.7,2296.62,49,4,Govt,Uneducated,Swipe,Fuel,Q2,May,F,40-50,High
T0000524,2023-06-18,Silver,38.51,28.24,1757.45,49,3,White-collar,Unknown,Swipe,Bills,Q2,Jun,F,20-30,Low
T0000525,2023-09-13,Blue,21.51,14.67,1783.36,0,4,Businessman,High School,Chip,Bills,Q3,Sep,M,30-40,High
T0000526,2023-03-18,Blue,39.14,3.47,1465.01,49,3,White-collar,Doctorate,Swipe,Fuel,Q1,Mar,F,40-50,Med
T0000527,2023-07-23,Blue,37.36,59.95,2354.23,199,2,Selfemployed,Graduate,Online,Food,Q3,Jul,F,40-50,Low
T0000528,2023-11-04,Gold,3.25,3.47,213.88,0,4,Selfemployed,High School,Swipe,Grocery,Q4,Nov,M,40-50,High
T0000529,2023-08-25,Blue,14.33,9.19,526.54,0,1,Selfemployed,Unknown,Chip,Food,Q3,Aug,M,30-40,Low
T0000530,2023-12-09,Blue,75.88,12.35,1495.63,0,4,Retirees,Doctorate,Swipe,Bills,Q4,Dec,M,40-50,High
T0000531,2023-10-17,Blue,3.73,1.81,89.18,0,2,Businessman,Unknown,Swipe,Travel,Q4,Oct,F,30-40,High
T0000532,2023-09-07,Blue,98.12,2.67,2106.19,199,2,Businessman,Uneducated,Swipe,Bills,Q3,Sep,M,60+,Low
T0000533,2023-09-10,Gold,3.64,6.42,230.81,0,5,White-collar,High School,Chip,Entertainment,Q3,Sep,M,30-40,Low
T0000534,2023-02-20,Platinum,21.42,3.1,834.66,49,2,Blue-collar,Post-Graduate,Swipe,Travel,Q1,Feb,F,20-30,Low
T0000535,2023-01-18,Blue,35.68,4.75,768.02,99,5,Govt,Uneducated,Chip,Grocery,Q1,Jan,F,50-60,High
T0000536,2023-08-26,Gold,17.66,24.97,1113.41,0,5,White-collar,Graduate,Swipe,Food,Q3,Aug,F,50-60,Med
T0000537,2023-09-22,Blue,73.28,7.34,1896.99,49,4,White-collar,Doctorate,Chip,Grocery,Q3,Sep,F,40-50,High
T0000538,2023-02-04,Blue,35.28,1.23,2430.28,199,1,Blue-collar,Post-Graduate,Swipe,Entertainment,Q1,Feb,M,40-50,Med
T0000539,2023-07-22,Blue,6.7,3.85,147.38,199,3,White-collar,Post-Graduate,Swipe,Bills,Q3,Jul,F,30-40,High
T0000540,2023-01-30,Silver,5.98,7.5,309.45,0,1,White-collar,Doctorate,Swipe,Bills,Q1,Jan,M,40-50,High
T0000541,2023-06-28,Blue,9.59,3.8,190.13,49,5,Retirees,Doctorate,Chip,Food,Q2,Jun,M,50-60,Low
T0000542,2023-03-08,Blue,23.16,29.75,1110.0,0,4,Blue-collar,Graduate,Swipe,Bills,Q1,Mar,F,40-50,High
T0000543,2023-11-10,Platinum,23.67,18.75,1523.03,99,2,White-collar,Doctorate,Chip,Entertainment,Q4,Nov,F,40-50,High
T0000544,2023-11-23,Blue,22.96,3.12,389.12,99,3,Businessman,Uneducated,Swipe,Fuel,Q4,Nov,M,40-50,Low
T0000545,2023-08-17,Gold,60.35,24.39,1121.3,0,4,White-collar,Unknown,Swipe,Entertainment,Q3,Aug,F,40-50,High
T0000546,2023-06-06,Blue,30.46,44.5,1618.67,0,2,Govt,Uneducated,Swipe,Entertainment,Q2,Jun,M,50-60,Low
T0000547,2023-07-15,Silver,25.32,29.0,1501.19,199,5,White-collar,High School,Chip,Entertainment,Q3,Jul,M,40-50,High
T0000548,2023-05-16,Blue,77.28,20.2,2060.69,0,3,Retirees,Doctorate,Swipe,Bills,Q2,May,F,30-40,Med
T0000549,2023-05-24,Gold,2.94,1.99,76.67,0,5,Retirees,Doctorate,Chip,Grocery,Q2,May,F,40-50,High
T0000550,2023-08-09,Blue,33.67,41.58,2122.23,0,5,Govt,Post-Graduate,Chip,Entertainment,Q3,Aug,M,30-40,Low
T0000551,2023-06-02,Gold,9.97,20.55,695.73,0,1,Retirees,High School,Online,Food,Q2,Jun,M,30-40,High
T0000552,2023-11-10,Blue,125.74,33.55,2166.63,0,2,Blue-collar,High School,Chip,Entertainment,Q4,Nov,F,40-50,Med
T0000553,2023-10-23,Platinum,73.65,41.4,2378.24,0,1,Businessman,Post-Graduate,Swipe,Bills,Q4,Oct,M,30-40,High
T0000554,2023-07-10,Platinum,8.39,8.67,339.48,199,1,Businessman,Doctorate,Swipe,Bills,Q3,Jul,F,50-60,High
T0000555,2023-09-17,Blue,12.91,1.63,428.47,49,2,Govt,Doctorate,Swipe,Grocery,Q3,Sep,F,30-40,Med
T0000556,2023-10-10,Blue,54.59,3.27,1153.1,99,5,White-collar,Uneducated,Swipe,Grocery,Q4,Oct,M,40-50,High
T0000557,2023-11-18,Blue,1.0,0.36,66.88,49,3,Businessman,Post-Graduate,Swipe,Bills,Q4,Nov,M,50-60,Med
T0000558,2023-06-12,Blue,49.15,1.51,1152.99,0,3,Retirees,Unknown,Chip,Entertainment,Q2,Jun,F,60+,Med
T0000559,2023-12-30,Blue,34.04,16.01,903.11,49,3,Retirees,Unknown,Chip,Entertainment,Q4,Dec,M,50-60,High
T0000560,2023-03-12,Platinum,56.0,63.8,2319.2,0,4,Selfemployed,Doctorate,Swipe,Bills,Q1,Mar,F,20-30,Med
T0000561,2023-10-13,Blue,90.18,56.42,2020.63,0,2,White-collar,High School,Swipe,Bills,Q4,Oct,M,40-50,High
T0000562,2023-01-06,Gold,20.73,50.85,2026.04,0,3,White-collar,Uneducated,Swipe,Grocery,Q1,Jan,M,60+,Low
T0000563,2023-06-05,Blue,64.88,14.98,1506.81,199,1,Govt,Graduate,Swipe,Food,Q2,Jun,M,30-40,High
T0000564,2023-12-31,Platinum,91.62,20.03,1790.5,0,4,Retirees,Doctorate,Swipe,Food,Q4,Dec,F,40-50,Low
T0000565,2023-01-24,Silver,52.42,26.29,1625.97,99,4,Govt,Graduate,Swipe,Entertainment,Q1,Jan,M,50-60,Low
T0000566,2023-10-24,Blue,3.34,2.14,206.68,0,5,Blue-collar,Post-Graduate,Swipe,Travel,Q4,Oct,F,50-60,High
T0000567,2023-08-05,Silver,8.96,11.07,698.7,0,5,Retirees,High School,Online,Bills,Q3,Aug,M,20-30,Low
T0000568,2023-07-19,Blue,64.49,6.28,2145.2,99,3,Selfemployed,Doctorate,Swipe,Fuel,Q3,Jul,M,40-50,Low
T0000569,2023-04-06,Blue,37.95,16.91,935.66,0,1,Blue-collar,Graduate,Chip,Food,Q2,Apr,F,30-40,Med
T0000570,2023-10-25,Blue,21.14,4.41,836.55,0,5,Selfemployed,Uneducated,Swipe,Bills,Q4,Oct,M,60+,Med
T0000571,2023-02-02,Blue,91.75,71.68,2496.9,0,5,Retirees,Unknown,Online,Food,Q1,Feb,F,40-50,Low
T0000572,2023-01-14,Blue,33.52,0.36,656.71,49,1,Blue-collar,Unknown,Chip,Fuel,Q1,Jan,M,50-60,Low
T0000573,2023-06-01,Blue,31.25,48.1,2301.87,0,1,Selfemployed,Graduate,Swipe,Bills,Q2,Jun,M,20-30,High
T0000574,2023-03-15,Silver,44.02,12.29,863.52,0,4,Retirees,Uneducated,Swipe,Bills,Q1,Mar,M,60+,Low
T0000575,2023-11-14,Blue,73.74,12.81,2306.56,49,5,White-collar,Graduate,Chip,Bills,Q4,Nov,F,30-40,High
T0000576,2023-06-01,Blue,107.37,53.5,2022.7,0,1,Businessman,Doctorate,Swipe,Grocery,Q2,Jun,F,30-40,Low
T0000577,2023-01-14,Blue,50.19,5.52,2452.02,199,2,Selfemployed,Unknown,Swipe,Entertainment,Q1,Jan,F,40-50,Low
T0000578,2023-02-25,Blue,116.32,33.03,2337.58,0,3,Businessman,Uneducated,Swipe,Bills,Q1,Feb,M,60+,Med
T0000579,2023-07-14,Gold,81.36,20.78,1870.67,0,1,White-collar,Post-Graduate,Swipe,Fuel,Q3,Jul,M,30-40,Med
T0000580,2023-11-10,Blue,56.73,6.64,2325.66,99,5,Govt,Uneducated,Online,Entertainment,Q4,Nov,M,40-50,Low
T0000581,2023-03-23,Blue,73.88,70.36,2498.06,49,5,White-collar,Post-Graduate,Chip,Grocery,Q1,Mar,M,50-60,Low
T0000582,2023-11-30,Gold,5.94,4.33,312.24,199,4,White-collar,High School,Swipe,Food,Q4,Nov,F,20-30,Med
T0000583,2023-01-01,Blue,65.76,61.72,2143.25,0,5,Blue-collar,Graduate,Swipe,Bills,Q1,Jan,F,30-40,High
T0000584,2023-04-09,Blue,27.3,42.29,2116.7,0,5,Selfemployed,High School,Chip,Bills,Q2,Apr,M,50-60,Low
T0000585,2023-12-29,Platinum,46.91,0.45,903.49,199,5,Businessman,Graduate,Chip,Entertainment,Q4,Dec,M,50-60,High
T0000586,2023-12-25,Blue,38.24,10.89,682.41,0,3,Blue-collar,Graduate,Swipe,Food,Q4,Dec,M,40-50,High
T0000587,2023-06-24,Platinum,106.07,30.86,2144.94,0,1,Businessman,Graduate,Chip,Bills,Q2,Jun,F,40-50,Med
T0000588,2023-05-18,Blue,8.36,0.02,318.51,99,4,Businessman,Post-Graduate,Chip,Fuel,Q2,May,M,50-60,Low
T0000589,2023-12-22,Gold,40.1,18.32,1881.5,0,4,Blue-collar,Post-Graduate,Swipe,Fuel,Q4,Dec,F,20-30,High
T0000590,2023-01-31,Blue,51.58,23.85,1922.64,199,4,Retirees,High School,Swipe,Food,Q1,Jan,M,40-50,Low
T0000591,2023-12-26,Silver,19.74,4.15,1426.17,0,5,White-collar,Unknown,Swipe,Entertainment,Q4,Dec,F,40-50,Med
T0000592,2023-03-05,Blue,84.71,14.11,2068.08,99,4,Retirees,Graduate,Chip,Fuel,Q1,Mar,F,50-60,Low
T0000593,2023-07-22,Blue,80.19,61.82,2406.76,0,5,Selfemployed,High School,Chip,Entertainment,Q3,Jul,F,40-50,Med
T0000594,2023-04-27,Blue,68.27,40.31,1839.83,0,1,Blue-collar,Doctorate,Chip,Fuel,Q2,Apr,M,40-50,High
T0000595,2023-04-24,Gold,47.23,13.45,926.74,0,2,Retirees,High School,Chip,Bills,Q2,Apr,F,40-50,Low
T0000596,2023-06-16,Blue,12.6,8.69,1242.39,49,4,Selfemployed,Unknown,Swipe,Bills,Q2,Jun,M,50-60,High
T0000597,2023-12-03,Blue,17.67,2.71,476.85,99,5,Govt,High School,Swipe,Fuel,Q4,Dec,F,20-30,High
T0000598,2023-07-13,Blue,9.87,1.07,306.49,99,4,Retirees,Graduate,Swipe,Fuel,Q3,Jul,F,50-60,Med
T0000599,2023-05-23,Silver,13.38,1.48,268.54,0,3,Selfemployed,Uneducated,Swipe,Grocery,Q2,May,M,40-50,Low
T0000600,2023-03-18,Blue,9.72,1.94,440.1,0,4,Retirees,High School,Swipe,Food,Q1,Mar,M,40-50,Low
T0000601,2023-06-29,Blue,9.69,4.56,253.0,0,1,Selfemployed,Doctorate,Chip,Travel,Q2,Jun,F,20-30,Low
T0000602,2023-07-09,Blue,84.41,29.31,1409.73,0,5,Blue-collar,Uneducated,Swipe,Entertainment,Q3,Jul,M,40-50,High
T0000603,2023-11-23,Silver,29.12,3.94,593.47,199,1,Businessman,Unknown,Chip,Bills,Q4,Nov,M,40-50,High
T0000604,2023-09-08,Gold,96.87,2.79,2162.0,49,3,Govt,Doctorate,Swipe,Entertainment,Q3,Sep,M,50-60,Med
T0000605,2023-09-14,Blue,3.62,2.6,195.0,0,4,Govt,High School,Swipe,Entertainment,Q3,Sep,M,40-50,Low
T0000606,2023-09-14,Blue,19.8,6.88,717.61,199,4,Selfemployed,Uneducated,Swipe,Entertainment,Q3,Sep,F,60+,High
T0000607,2023-09-10,Blue,56.87,12.86,975.71,99,5,Businessman,High School,Swipe,Bills,Q3,Sep,F,40-50,Med
T0000608,2023-01-21,Blue,24.19,11.53,784.7,49,5,Blue-collar,High School,Swipe,Bills,Q1,Jan,F,60+,Low
T0000609,2023-07-08,Blue,63.07,35.17,1183.44,99,3,Blue-collar,High School,Swipe,Bills,Q3,Jul,F,60+,Med
T0000610,2023-02-06,Blue,118.6,8.09,2132.82,0,2,Businessman,Unknown,Swipe,Bills,Q1,Feb,M,40-50,Low
T0000611,2023-10-21,Blue,83.95,12.75,1812.09,99,3,Blue-collar,High School,Swipe,Bills,Q4,Oct,F,40-50,Low
T0000612,2023-02-24,Silver,131.99,9.18,2288.07,0,2,Blue-collar,Graduate,Swipe,Fuel,Q1,Feb,F,40-50,Low
T0000613,2023-04-18,Gold,5.62,2.58,190.95,0,1,Blue-collar,Unknown,Swipe,Food,Q2,Apr,M,60+,Low
T0000614,2023-03-12,Blue,11.54,14.22,481.38,0,5,White-collar,Uneducated,Swipe,Entertainment,Q1,Mar,M,50-60,Med
T0000615,2023-09-05,Blue,1.98,0.32,138.24,49,5,Businessman,Uneducated,Online,Bills,Q3,Sep,F,30-40,High
T0000616,2023-07-01,Blue,96.93,5.26,1870.87,0,1,Retirees,Graduate,Chip,Bills,Q3,Jul,F,40-50,High
T0000617,2023-03-03,Blue,35.1,51.41,2163.84,49,2,Selfemployed,Graduate,Swipe,Fuel,Q1,Mar,F,60+,High
T0000618,2023-11-03,Blue,3.97,3.64,211.69,0,1,White-collar,High School,Chip,Bills,Q4,Nov,F,60+,Low
T0000619,2023-02-18,Gold,69.29,6.6,1932.11,0,2,White-collar,Post-Graduate,Online,Food,Q1,Feb,F,40-50,Low
T0000620,2023-12-01,Blue,94.12,17.25,2410.28,99,4,Retirees,Graduate,Swipe,Grocery,Q4,Dec,M,40-50,Med
T0000621,2023-01-30,Blue,38.15,20.78,1463.47,199,2,Govt,Uneducated,Swipe,Travel,Q1,Jan,M,30-40,High
T0000622,2023-01-11,Platinum,23.25,10.46,654.85,0,4,Selfemployed,Unknown,Swipe,Fuel,Q1,Jan,F,30-40,Med
T0000623,2023-09-13,Blue,8.17,0.15,196.57,199,3,Selfemployed,Unknown,Swipe,Entertainment,Q3,Sep,M,30-40,High
T0000624,2023-06-22,Blue,22.31,9.59,1471.65,0,1,Selfemployed,Doctorate,Swipe,Entertainment,Q2,Jun,F,50-60,Low
T0000625,2023-06-04,Blue,10.34,1.43,892.48,49,4,Blue-collar,Uneducated,Chip,Fuel,Q2,Jun,M,20-30,Med
T0000626,2023-01-02,Blue,27.45,1.76,1910.86,199,4,White-collar,Graduate,Swipe,Fuel,Q1,Jan,M,60+,Med
T0000627,2023-11-02,Blue,2.1,3.52,129.58,99,2,Blue-collar,Post-Graduate,Swipe,Entertainment,Q4,Nov,F,40-50,High
T0000628,2023-04-09,Gold,18.43,5.09,472.38,0,1,Retirees,Graduate,Swipe,Travel,Q2,Apr,M,50-60,Med
T0000629,2023-10-13,Platinum,14.73,11.73,843.22,0,2,Blue-collar,Uneducated,Chip,Bills,Q4,Oct,M,30-40,High
T0000630,2023-03-14,Gold,112.01,56.74,2267.68,199,2,Businessman,Post-Graduate,Swipe,Food,Q1,Mar,F,40-50,Med
T0000631,2023-09-10,Blue,28.89,3.76,781.68,0,4,Selfemployed,Doctorate,Swipe,Bills,Q3,Sep,M,60+,High
T0000632,2023-07-06,Blue,4.46,7.65,255.51,0,1,Businessman,Unknown,Swipe,Bills,Q3,Jul,M,30-40,High
T0000633,2023-12-27,Silver,51.26,10.43,1187.91,0,5,Govt,Uneducated,Chip,Bills,Q4,Dec,F,20-30,High
T0000634,2023-09-19,Platinum,22.12,14.79,968.97,0,3,Govt,Uneducated,Swipe,Travel,Q3,Sep,F,50-60,High
T0000635,2023-03-23,Blue,105.22,51.61,2035.1,0,3,White-collar,Unknown,Swipe,Bills,Q1,Mar,M,30-40,Low
T0000636,2023-01-06,Blue,74.09,2.87,1372.34,0,1,Selfemployed,Post-Graduate,Swipe,Food,Q1,Jan,M,40-50,High
T0000637,2023-12-18,Blue,129.2,68.26,2344.95,0,5,Businessman,Uneducated,Chip,Food,Q4,Dec,F,40-50,High
T0000638,2023-09-21,Blue,21.96,25.77,922.29,0,5,Businessman,Unknown,Swipe,Fuel,Q3,Sep,M,50-60,Low
T0000639,2023-05-06,Blue,118.95,21.28,2172.27,0,5,Retirees,Doctorate,Swipe,Travel,Q2,May,M,40-50,Med
T0000640,2023-11-28,Gold,26.69,43.13,2492.71,0,1,Blue-collar,Graduate,Swipe,Bills,Q4,Nov,M,40-50,High
T0000641,2023-06-13,Blue,67.18,44.45,1797.41,199,5,Retirees,Post-Graduate,Swipe,Grocery,Q2,Jun,F,60+,Med
T0000642,2023-04-02,Platinum,17.11,18.82,1354.84,199,1,Businessman,Unknown,Swipe,Grocery,Q2,Apr,M,40-50,Low
T0000643,2023-10-24,Silver,77.22,40.23,2051.09,199,4,Selfemployed,Uneducated,Swipe,Bills,Q4,Oct,M,40-50,Low
T0000644,2023-03-14,Blue,119.77,47.9,2266.0,199,5,Blue-collar,Post-Graduate,Swipe,Entertainment,Q1,Mar,F,40-50,Low
T0000645,2023-03-16,Platinum,105.76,3.69,2007.78,99,2,Blue-collar,Uneducated,Swipe,Entertainment,Q1,Mar,M,40-50,High
T0000646,2023-12-27,Blue,131.24,15.12,2346.64,99,5,Blue-collar,Unknown,Swipe,Entertainment,Q4,Dec,M,30-40,Med
T0000647,2023-03-03,Blue,64.37,27.43,1401.54,49,4,Retirees,Uneducated,Swipe,Grocery,Q1,Mar,F,40-50,Med
T0000648,2023-02-13,Blue,105.34,52.75,2107.37,49,2,Govt,High School,Swipe,Fuel,Q1,Feb,M,30-40,High
T0000649,2023-12-25,Blue,71.36,42.58,1918.46,0,4,Blue-collar,Unknown,Swipe,Bills,Q4,Dec,M,50-60,Med
T0000650,2023-07-11,Blue,29.22,8.13,1292.0,0,1,Businessman,Graduate,Swipe,Bills,Q3,Jul,M,40-50,Med
T0000651,2023-12-18,Platinum,20.08,8.95,341.45,99,3,White-collar,Unknown,Online,Food,Q4,Dec,M,20-30,Low
T0000652,2023-11-14,Blue,22.54,12.52,717.02,0,5,White-collar,Uneducated,Swipe,Grocery,Q4,Nov,M,30-40,Med
T0000653,2023-11-30,Blue,44.36,30.11,1227.04,0,4,Businessman,High School,Chip,Bills,Q4,Nov,F,20-30,Med
T0000654,2023-04-05,Blue,38.15,21.07,1365.94,0,4,White-collar,Graduate,Swipe,Fuel,Q2,Apr,F,60+,Low
T0000655,2023-12-27,Blue,114.34,46.39,2350.97,49,5,Govt,Doctorate,Swipe,Bills,Q4,Dec,M,20-30,High
T0000656,2023-01-28,Blue,44.09,60.5,2086.17,0,5,White-collar,Post-Graduate,Swipe,Grocery,Q1,Jan,F,40-50,Low
T0000657,2023-12-04,Blue,25.01,14.62,1200.3,0,5,White-collar,Graduate,Swipe,Grocery,Q4,Dec,F,50-60,Low
T0000658,2023-10-25,Blue,58.88,48.71,2377.17,49,3,Businessman,Doctorate,Swipe,Entertainment,Q4,Oct,F,50-60,Med
T0000659,2023-09-14,Platinum,43.88,17.49,858.74,99,5,Blue-collar,Post-Graduate,Swipe,Fuel,Q3,Sep,F,60+,Low
T0000660,2023-08-21,Silver,24.84,9.81,617.01,0,1,Selfemployed,Uneducated,Chip,Fuel,Q3,Aug,F,60+,Low
T0000661,2023-01-19,Platinum,2.35,1.85,83.87,0,5,White-collar,Graduate,Swipe,Grocery,Q1,Jan,M,50-60,High
T0000662,2023-08-02,Blue,70.87,20.23,1907.62,0,5,Govt,High School,Chip,Bills,Q3,Aug,M,60+,High
T0000663,2023-02-17,Blue,24.08,21.69,1183.9,199,2,Retirees,Post-Graduate,Swipe,Grocery,Q1,Feb,M,30-40,Low
T0000664,2023-08-18,Blue,39.53,13.57,917.11,0,2,Govt,Uneducated,Swipe,Entertainment,Q3,Aug,M,50-60,Med
T0000665,2023-06-28,Blue,20.99,6.2,399.34,0,3,Blue-collar,Unknown,Online,Bills,Q2,Jun,F,30-40,Low
T0000666,2023-09-19,Blue,12.67,0.09,294.26,99,1,Retirees,Unknown,Swipe,Travel,Q3,Sep,F,50-60,High
T0000667,2023-10-08,Blue,10.91,1.05,231.29,99,4,Blue-collar,Doctorate,Chip,Bills,Q4,Oct,F,40-50,High
T0000668,2023-01-20,Blue,46.89,4.56,2021.45,199,2,Govt,Post-Graduate,Swipe,Grocery,Q1,Jan,M,20-30,High
T0000669,2023-03-28,Blue,70.89,5.45,1409.39,0,1,White-collar,Graduate,Swipe,Food,Q1,Mar,M,60+,High
T0000670,2023-12-23,Gold,7.7,2.38,229.39,199,1,White-collar,High School,Chip,Bills,Q4,Dec,F,40-50,Low
T0000671,2023-09-10,Gold,17.14,4.8,816.01,99,1,Blue-collar,Graduate,Swipe,Food,Q3,Sep,F,30-40,Low
T0000672,2023-06-16,Blue,34.8,33.15,1587.68,49,5,Selfemployed,Post-Graduate,Chip,Entertainment,Q2,Jun,M,40-50,Med
T0000673,2023-10-27,Blue,28.29,11.96,835.82,199,1,White-collar,Unknown,Chip,Food,Q4,Oct,M,50-60,Low
T0000674,2023-09-19,Blue,49.78,20.33,921.66,0,3,Blue-collar,Doctorate,Swipe,Bills,Q3,Sep,M,50-60,Low
T0000675,2023-10-11,Gold,40.93,13.78,737.6,0,2,Retirees,Doctorate,Chip,Grocery,Q4,Oct,M,50-60,Med
T0000676,2023-09-12,Platinum,7.56,10.59,653.91,0,4,Selfemployed,Unknown,Chip,Food,Q3,Sep,F,50-60,Low
T0000677,2023-07-21,Silver,78.09,20.15,1355.28,0,3,Selfemployed,Post-Graduate,Swipe,Fuel,Q3,Jul,M,40-50,Med
T0000678,2023-12-24,Blue,24.02,7.92,754.2,0,1,Businessman,Post-Graduate,Chip,Bills,Q4,Dec,F,60+,High
T0000679,2023-05-27,Blue,66.61,31.48,2330.21,99,3,White-collar,Graduate,Swipe,Fuel,Q2,May,F,30-40,Med
T0000680,2023-12-15,Blue,79.47,36.4,1610.23,199,3,Businessman,Graduate,Chip,Entertainment,Q4,Dec,F,40-50,Low
T0000681,2023-09-27,Silver,108.68,28.46,2162.99,0,2,Retirees,Graduate,Chip,Fuel,Q3,Sep,M,30-40,High
T0000682,2023-02-17,Blue,51.1,41.84,1879.39,0,5,Govt,Graduate,Swipe,Bills,Q1,Feb,F,30-40,Med
T0000683,2023-10-22,Silver,24.51,7.47,788.67,199,1,Blue-collar,Post-Graduate,Swipe,Travel,Q4,Oct,M,60+,Med
