customer_id,gender,age_group,income_group,education_level,marital_status,state,customer_job,total_income,cust_satisfaction_score
C000353,M,40-50,Low,Post-Graduate,Married,GA,Selfemployed,162792.8,2.13
C000354,M,40-50,Med,Uneducated,Unknown,CA,Blue-collar,208143.76,4.0
C000355,M,40-50,Med,Post-Graduate,Single,NY,White-collar,21076.65,1.39
C000356,F,30-40,Low,High School,Single,GA,Selfemployed,62897.22,2.78
C000357,F,30-40,High,Graduate,Single,IL,Businessman,238197.12,1.36
C000358,F,50-60,High,High School,Unknown,CA,Govt,138572.1,2.45
C000359,F,40-50,Low,Unknown,Married,CA,Blue-collar,40541.28,1.8
C000360,M,50-60,Low,Doctorate,Unknown,TX,Retirees,82792.88,4.69
C000361,F,30-40,High,Post-Graduate,Single,GA,Businessman,210130.67,4.57
C000362,M,40-50,Low,Unknown,Single,FL,Selfemployed,88410.64,4.84
C000363,F,30-40,Low,High School,Single,NY,Blue-collar,190468.53,1.88
C000364,M,20-30,Low,Uneducated,Married,GA,Businessman,139536.47,4.99
C000365,M,40-50,High,High School,Unknown,MI,Retirees,217679.66,3.57
C000366,F,40-50,Low,Graduate,Married,FL,Businessman,22229.71,3.6
C000367,M,60+,Med,Graduate,Married,PA,Businessman,111498.32,2.51
C000368,F,40-50,High,Graduate,Married,NY,Retirees,34499.85,4.14
C000369,M,50-60,High,Post-Graduate,Single,NC,White-collar,223871.36,2.49
C000370,F,50-60,Low,Graduate,Unknown,TX,Businessman,173961.96,3.3
C000371,M,50-60,Low,Graduate,Married,CA,White-collar,27999.58,2.3
C000372,M,50-60,High,Post-Graduate,Married,IL,Businessman,170147.37,3.55
C000373,M,50-60,Med,Graduate,Unknown,FL,Selfemployed,154485.36,4.29
C000374,M,30-40,Low,Graduate,Married,FL,Retirees,140346.7,1.75
C000375,F,50-60,High,Uneducated,Unknown,NC,Retirees,72489.06,3.46
C000376,M,50-60,High,Doctorate,Unknown,FL,White-collar,88769.25,1.43
C000377,F,40-50,Med,Post-Graduate,Unknown,CA,Govt,73308.12,2.02
C000378,M,40-50,Med,Graduate,Married,NC,Selfemployed,145389.04,1.58
C000379,M,50-60,High,High School,Single,NJ,White-collar,191213.32,2.82
C000380,M,40-50,High,Doctorate,Unknown,NC,Retirees,123171.69,4.98
C000381,M,30-40,High,Graduate,Single,CA,Retirees,29451.38,4.04
C000382,M,50-60,High,High School,Married,TX,Govt,21966.35,3.87
C000383,M,50-60,Low,Post-Graduate,Married,PA,White-collar,47676.28,1.41
C000384,F,20-30,Low,Unknown,Single,GA,Govt,206835.2,1.03
C000385,F,50-60,Low,Doctorate,Married,NC,White-collar,74592.81,4.79
C000386,M,30-40,High,Unknown,Married,MI,Blue-collar,222657.17,1.3
C000387,F,50-60,Low,Graduate,Single,GA,Selfemployed,104218.95,4.93
C000388,M,30-40,Low,Doctorate,Unknown,FL,White-collar,224207.81,3.41
C000389,F,20-30,High,Graduate,Unknown,MI,Blue-collar,22672.34,4.64
C000390,M,30-40,Low,Doctorate,Unknown,IL,White-collar,149706.73,1.36
C000391,F,40-50,Med,Doctorate,Unknown,PA,Blue-collar,245323.85,2.08
C000392,F,40-50,High,Uneducated,Married,CA,Govt,233605.41,2.28
C000393,M,50-60,Low,Post-Graduate,Married,MI,Selfemployed,45646.91,1.89
C000394,M,30-40,High,Post-Graduate,Single,NY,Govt,162500.22,4.48
C000395,M,30-40,Med,High School,Unknown,GA,Businessman,24505.66,4.5
C000396,F,20-30,Low,Doctorate,Unknown,TX,Govt,239274.68,3.95
C000397,M,30-40,High,Graduate,Married,CA,Selfemployed,64886.39,1.94
C000398,M,30-40,Med,Graduate,Single,PA,Businessman,154738.02,3.53
C000399,F,30-40,Low,Unknown,Single,NJ,Retirees,43640.89,4.18
C000400,M,40-50,Med,High School,Unknown,MI,Businessman,66735.66,4.07
C000401,F,50-60,High,Uneducated,Married,CA,Retirees,36515.63,2.92
C000402,M,30-40,Med,Post-Graduate,Unknown,NC,Retirees,200135.4,3.83
C000403,F,60+,High,Unknown,Single,PA,Retirees,191795.75,2.24
C000404,F,50-60,Med,Unknown,Single,PA,Businessman,54624.31,1.09
C000405,F,30-40,Low,High School,Single,NY,Businessman,32434.88,2.24
C000406,F,20-30,High,Doctorate,Single,NC,Govt,136521.22,1.49
C000407,F,30-40,Med,Unknown,Single,FL,Blue-collar,188768.15,4.36
C000408,M,40-50,Med,Uneducated,Single,TX,Selfemployed,119503.91,1.1
C000409,M,30-40,Med,Uneducated,Unknown,PA,Blue-collar,100764.21,3.18
C000410,F,40-50,Med,Unknown,Single,NC,White-collar,137209.01,1.83
C000411,M,40-50,Low,Unknown,Unknown,GA,Businessman,78788.41,1.86
C000412,F,40-50,High,Uneducated,Unknown,GA,Businessman,109210.49,1.14
C000413,M,50-60,Low,Doctorate,Single,NY,White-collar,116109.43,1.62
C000414,F,50-60,Med,Uneducated,Single,NY,Businessman,91292.31,1.9
C000415,M,20-30,Low,High School,Married,GA,Retirees,171867.0,1.84
C000416,M,50-60,High,Unknown,Married,GA,Retirees,54753.75,2.92
C000417,M,30-40,Med,High School,Single,MI,Businessman,51098.03,4.59
C000418,M,30-40,Med,Graduate,Unknown,MI,Govt,192452.67,2.61
C000419,F,20-30,Low,Doctorate,Single,GA,Govt,196961.48,2.18
C000420,F,60+,Med,Graduate,Single,IL,White-collar,164804.75,2.77
C000421,M,40-50,Low,Doctorate,Unknown,MI,Businessman,241179.87,2.14
C000422,M,40-50,High,High School,Married,CA,Blue-collar,249223.47,2.85
C000423,F,60+,Med,Post-Graduate,Single,MI,Businessman,104590.57,3.46
C000424,F,60+,High,Uneducated,Unknown,GA,Blue-collar,73882.38,3.17
C000425,M,50-60,High,Graduate,Unknown,TX,Selfemployed,169966.22,1.88
C000426,F,40-50,High,Unknown,Married,TX,Retirees,70594.49,3.87
C000427,F,30-40,Low,Graduate,Single,NJ,Govt,73012.89,2.59
C000428,M,40-50,High,Unknown,Married,GA,Retirees,103844.15,4.21
C000429,F,40-50,High,Post-Graduate,Unknown,IL,White-collar,172431.91,2.43
C000430,F,50-60,High,Unknown,Single,NY,Govt,96782.39,4.02
C000431,M,40-50,Low,Uneducated,Unknown,NY,Businessman,195997.23,3.31
C000432,F,40-50,Low,Doctorate,Unknown,PA,Govt,113144.56,3.87
C000433,M,30-40,Low,Unknown,Unknown,CA,Govt,217922.98,3.02
C000434,F,40-50,Med,High School,Unknown,NC,Businessman,61497.69,4.37
C000435,M,50-60,High,Unknown,Unknown,TX,White-collar,149899.07,2.46
C000436,F,60+,High,Post-Graduate,Unknown,NY,Govt,209596.98,4.34
C000437,F,50-60,Med,Doctorate,Married,IL,White-collar,116296.36,3.82
C000438,M,60+,Low,High School,Unknown,TX,Blue-collar,79519.18,1.39
C000439,F,20-30,Med,Post-Graduate,Unknown,GA,White-collar,46625.7,2.04
C000440,F,40-50,Med,Unknown,Unknown,IL,White-collar,160568.78,2.01
C000441,F,60+,Med,Post-Graduate,Unknown,NJ,Retirees,117759.67,1.03
C000442,M,30-40,Low,High School,Married,CA,Govt,157870.67,2.06
C000443,F,40-50,High,High School,Single,NY,White-collar,197490.56,3.8
C000444,M,40-50,High,Graduate,Unknown,PA,Blue-collar,116016.08,3.07
C000445,M,40-50,Low,High School,Married,GA,Selfemployed,95125.93,1.09
C000446,M,50-60,High,Uneducated,Unknown,MI,Govt,16308.57,2.13
C000447,F,50-60,Med,Unknown,Single,FL,Retirees,203877.95,2.44
C000448,F,30-40,Low,Post-Graduate,Single,CA,Retirees,17701.93,1.2
C000449,F,50-60,Med,High School,Married,CA,Retirees,86745.22,2.49
C000450,F,40-50,Low,Uneducated,Married,FL,Govt,161644.54,2.24
C000451,M,40-50,High,High School,Single,IL,Retirees,91446.08,2.11
C000452,F,40-50,High,Unknown,Married,GA,White-collar,223966.31,4.0
C000453,F,60+,Med,Doctorate,Married,GA,White-collar,173401.12,2.79
C000454,F,60+,High,High School,Single,NC,White-collar,120507.51,2.94
C000455,M,30-40,Med,Doctorate,Married,NC,Businessman,94381.69,1.68
C000456,M,50-60,Med,Uneducated,Single,MI,Blue-collar,171236.84,3.78
C000457,F,40-50,Low,Graduate,Single,FL,Govt,34843.77,1.1
C000458,M,50-60,Med,Graduate,Unknown,CA,Businessman,31427.79,4.16
C000459,M,30-40,Med,Graduate,Single,FL,Retirees,238694.62,4.21
C000460,F,30-40,Med,Unknown,Married,NJ,Blue-collar,183976.01,1.04
C000461,M,50-60,Med,Doctorate,Unknown,IL,White-collar,72112.26,2.02
C000462,F,40-50,Low,Doctorate,Single,GA,Selfemployed,180445.92,2.87
C000463,F,40-50,Low,Uneducated,Single,PA,Selfemployed,219788.08,1.15
C000464,F,30-40,Low,Unknown,Married,GA,Businessman,43757.45,2.84
C000465,F,40-50,High,Graduate,Unknown,NJ,Govt,91215.35,2.3
C000466,M,40-50,Low,Uneducated,Married,PA,White-collar,179442.77,3.19
C000467,M,30-40,Med,Graduate,Married,NY,Blue-collar,164626.88,1.14
C000468,M,60+,Med,Graduate,Married,IL,Selfemployed,69335.34,2.88
C000469,F,40-50,High,Unknown,Single,NJ,Businessman,202986.26,3.38
C000470,M,30-40,High,High School,Single,FL,White-collar,200328.65,2.5
C000471,F,60+,Med,Graduate,Unknown,NC,Retirees,138668.74,3.56
C000472,F,50-60,Med,High School,Unknown,NC,Govt,27306.87,1.52
C000473,F,40-50,Low,Post-Graduate,Married,FL,Businessman,93133.52,2.3
C000474,M,30-40,High,Doctorate,Unknown,NJ,Retirees,66326.22,2.29
C000475,F,30-40,High,High School,Unknown,GA,White-collar,84629.37,3.07
C000476,M,20-30,Med,Uneducated,Unknown,GA,Retirees,112115.14,2.03
C000477,F,40-50,Low,Doctorate,Single,GA,Blue-collar,100117.47,1.41
C000478,M,20-30,High,Graduate,Unknown,NY,Businessman,93909.23,4.51
C000479,F,20-30,Med,High School,Married,PA,Businessman,79536.95,1.51
C000480,F,20-30,Med,Doctorate,Married,FL,Selfemployed,129435.14,4.18
C000481,F,50-60,High,Post-Graduate,Single,NY,Blue-collar,178500.55,1.04
C000482,F,40-50,Low,Unknown,Married,PA,Govt,127980.02,2.0
C000483,M,40-50,High,Unknown,Married,TX,Businessman,247379.77,2.02
C000484,F,50-60,Low,High School,Unknown,NY,White-collar,167063.02,4.28
C000485,F,50-60,Med,Unknown,Married,NJ,Blue-collar,243977.96,3.68
C000486,M,50-60,High,Doctorate,Married,NC,White-collar,57520.88,4.99
C000487,F,40-50,Med,Unknown,Unknown,PA,Retirees,209639.86,3.34
C000488,M,40-50,Low,Graduate,Unknown,NY,Retirees,235228.65,4.95
C000489,M,40-50,Low,Uneducated,Married,CA,Blue-collar,216934.41,1.85
C000490,F,60+,High,Unknown,Single,IL,Selfemployed,161711.92,3.82
C000491,M,40-50,Low,Graduate,Unknown,NJ,Govt,214371.49,2.83
C000492,F,40-50,High,Graduate,Single,NJ,White-collar,102964.02,3.89
C000493,F,50-60,High,High School,Unknown,GA,Retirees,65819.72,1.13
C000494,F,50-60,Low,Uneducated,Single,TX,Blue-collar,78909.93,4.0
C000495,F,50-60,Med,Doctorate,Unknown,IL,Govt,227914.1,1.98
C000496,F,50-60,High,High School,Married,NY,White-collar,146044.63,4.44
C000497,F,40-50,Med,Graduate,Married,PA,Selfemployed,175731.55,4.23
C000498,F,40-50,Low,Doctorate,Single,IL,Blue-collar,148264.07,2.63
C000499,F,50-60,Med,Unknown,Married,NC,Businessman,94756.48,2.73
C000500,M,40-50,Med,Unknown,Married,CA,Businessman,98155.95,2.68
C000501,M,30-40,High,High School,Single,CA,Retirees,205816.64,1.95
C000502,F,20-30,High,Unknown,Married,IL,Govt,152102.47,4.27
C000503,M,60+,Low,Post-Graduate,Married,NC,Selfemployed,39287.94,1.64
C000504,F,30-40,High,High School,Married,TX,Selfemployed,192437.42,3.81
C000505,F,30-40,Med,Graduate,Single,NC,Retirees,57127.5,1.6
C000506,M,50-60,High,Graduate,Unknown,NJ,White-collar,165860.44,3.75
C000507,M,20-30,Med,Unknown,Single,PA,Businessman,131164.09,2.55
C000508,M,50-60,Low,Uneducated,Single,NY,Businessman,179667.8,3.0
C000509,F,50-60,High,Unknown,Married,GA,Selfemployed,221789.09,3.08
C000510,M,50-60,Med,Unknown,Married,FL,Businessman,35891.48,2.95
C000511,F,40-50,Low,Doctorate,Married,GA,Blue-collar,19883.05,4.61
C000512,F,40-50,Med,Graduate,Single,PA,Retirees,183191.77,2.09
C000513,F,30-40,Med,Doctorate,Unknown,NC,White-collar,232901.16,2.15
C000514,M,40-50,Med,Unknown,Unknown,CA,Selfemployed,199825.11,4.22
C000515,M,40-50,High,Doctorate,Single,NC,Retirees,218250.74,1.6
C000516,M,40-50,High,Doctorate,Unknown,IL,Businessman,61734.67,2.01
C000517,F,50-60,Med,High School,Single,GA,Blue-collar,194704.58,1.09
C000518,M,40-50,Med,Uneducated,Married,IL,Selfemployed,145636.56,1.08
C000519,M,40-50,Med,High School,Married,NY,Blue-collar,28437.69,2.16
C000520,M,60+,Med,Doctorate,Single,NY,Retirees,185993.23,4.68
C000521,F,30-40,Low,Doctorate,Married,NJ,Retirees,102573.99,2.17
C000522,M,60+,High,High School,Married,FL,Blue-collar,190506.74,1.22
C000523,F,40-50,High,Uneducated,Single,CA,Selfemployed,141818.29,2.12
C000524,M,20-30,Med,Graduate,Single,MI,White-collar,205374.59,3.65
C000525,M,40-50,Med,Uneducated,Single,NY,Blue-collar,77996.1,3.63
C000526,M,40-50,Med,Uneducated,Unknown,NC,Businessman,180745.3,4.71
C000527,M,40-50,Med,High School,Unknown,FL,Selfemployed,202237.06,1.67
C000528,M,50-60,Med,Doctorate,Married,NJ,Selfemployed,89966.32,3.51
C000529,M,40-50,High,High School,Single,MI,Blue-collar,83311.92,2.44
C000530,M,40-50,Med,High School,Single,NC,Businessman,83334.12,1.7
C000531,F,50-60,Med,Graduate,Married,CA,Businessman,213340.87,1.71
C000532,M,50-60,High,Uneducated,Single,FL,White-collar,213742.95,3.94
C000533,F,60+,Med,Graduate,Married,TX,Blue-collar,227358.88,1.02
C000534,M,40-50,Med,Unknown,Married,NC,Govt,135704.08,4.46
C000535,M,30-40,High,Unknown,Unknown,GA,White-collar,165286.43,1.35
C000536,F,40-50,Low,Graduate,Married,PA,Selfemployed,66787.65,1.95
C000537,F,50-60,Low,Unknown,Married,GA,White-collar,39779.4,2.12
C000538,M,50-60,Med,Unknown,Single,CA,Businessman,82129.36,2.01
C000539,M,40-50,High,Uneducated,Single,CA,Govt,98436.99,1.34
C000540,M,40-50,High,Doctorate,Single,IL,Blue-collar,162972.58,3.67
C000541,F,40-50,Low,High School,Single,NC,Govt,173160.28,2.14
C000542,M,50-60,High,Doctorate,Unknown,IL,Selfemployed,214235.47,2.56
C000543,F,40-50,Med,High School,Single,NC,Blue-collar,177894.09,3.45
C000544,M,50-60,Med,High School,Married,NJ,Retirees,129732.92,3.52
C000545,F,50-60,Med,Uneducated,Single,IL,Businessman,196881.93,4.6
C000546,F,40-50,High,Graduate,Married,NJ,White-collar,164169.76,4.14
C000547,M,30-40,Low,Unknown,Single,PA,Selfemployed,211566.6,3.28
C000548,M,40-50,High,Post-Graduate,Married,IL,White-collar,173879.82,4.62
C000549,M,30-40,High,Graduate,Married,NC,Selfemployed,239779.37,4.49
C000550,M,30-40,Med,High School,Single,NY,Retirees,40087.88,4.31
C000551,F,50-60,Low,Uneducated,Unknown,GA,Retirees,62343.58,2.3
C000552,F,60+,Low,Graduate,Married,MI,Retirees,142074.49,3.81
C000553,M,40-50,High,Post-Graduate,Married,GA,Govt,185516.34,1.02
C000554,F,50-60,Med,Unknown,Unknown,TX,White-collar,81229.16,4.58
C000555,F,40-50,Low,Unknown,Single,NJ,Retirees,133496.37,2.65
C000556,M,60+,Med,Unknown,Single,NY,White-collar,176181.15,1.7
C000557,F,50-60,High,Unknown,Single,NJ,Retirees,64050.42,4.12
C000558,M,30-40,High,Unknown,Single,GA,Retirees,215170.62,3.13
C000559,M,30-40,Med,Graduate,Unknown,NC,Businessman,92888.51,1.03
C000560,F,40-50,High,Graduate,Married,NJ,Retirees,140532.98,4.29
C000561,F,20-30,Med,Unknown,Unknown,CA,White-collar,91180.08,2.09
C000562,F,30-40,High,Doctorate,Unknown,NY,Govt,51112.27,3.99
C000563,M,20-30,Low,Uneducated,Married,NJ,Govt,74118.66,3.57
C000564,F,60+,Med,Unknown,Married,CA,White-collar,99587.46,2.58
C000565,F,60+,High,High School,Single,NY,Selfemployed,103606.03,4.75
C000566,F,30-40,High,Graduate,Unknown,PA,White-collar,146849.76,3.17
C000567,M,40-50,Med,Post-Graduate,Unknown,IL,Businessman,163711.13,4.97
C000568,M,20-30,Med,Doctorate,Unknown,IL,Govt,160844.67,1.51
C000569,F,50-60,Low,Graduate,Unknown,NJ,Govt,227178.5,4.81
C000570,M,50-60,Med,Graduate,Unknown,NC,Selfemployed,200067.19,2.53
C000571,F,30-40,Low,Unknown,Married,NJ,Blue-collar,148464.18,3.91
C000572,F,30-40,High,Uneducated,Single,FL,White-collar,54124.92,1.32
C000573,F,40-50,High,High School,Single,GA,Businessman,124739.84,4.31
C000574,F,50-60,Med,Post-Graduate,Unknown,NJ,Selfemployed,25097.03,3.44
C000575,F,50-60,Med,Post-Graduate,Single,FL,Blue-collar,146713.94,3.53
C000576,F,60+,Low,High School,Married,TX,Govt,39716.02,3.98
C000577,F,60+,High,Unknown,Single,IL,Govt,28446.75,3.31
C000578,F,50-60,High,High School,Single,PA,Govt,139455.59,1.04
C000579,F,20-30,Low,Unknown,Single,TX,Blue-collar,204430.42,3.2
C000580,F,30-40,High,Unknown,Single,TX,Businessman,215489.71,5.0
C000581,M,50-60,Low,Post-Graduate,Single,NC,Retirees,40921.66,4.7
C000582,M,40-50,High,Doctorate,Single,NJ,Govt,54343.05,4.32
C000583,F,50-60,High,Post-Graduate,Unknown,MI,Retirees,239508.41,3.51
C000584,M,40-50,Low,Graduate,Unknown,FL,Govt,185705.83,1.81
C000585,F,50-60,Med,High School,Unknown,NJ,Businessman,226445.38,2.4
C000586,M,40-50,Low,Graduate,Married,TX,Govt,179051.98,4.53
C000587,F,60+,Low,Doctorate,Married,PA,Retirees,190213.88,4.6
C000588,M,30-40,Med,Uneducated,Married,NJ,White-collar,31552.73,1.69
C000589,F,40-50,Low,Graduate,Single,CA,Businessman,220141.89,4.84
C000590,M,50-60,Med,Post-Graduate,Unknown,PA,Selfemployed,115105.39,4.51
C000591,F,60+,High,Post-Graduate,Married,MI,Retirees,224616.5,2.48
C000592,F,40-50,Med,Uneducated,Single,NY,Selfemployed,119326.69,4.0
C000593,F,50-60,Low,Doctorate,Unknown,IL,Retirees,187042.2,1.9
C000594,F,40-50,High,Graduate,Unknown,MI,White-collar,166062.34,4.55
C000595,F,40-50,Med,Uneducated,Unknown,FL,Businessman,94484.21,2.69
C000596,F,50-60,Low,Unknown,Unknown,IL,Govt,89839.35,3.67
C000597,M,40-50,High,Uneducated,Unknown,NC,Blue-collar,45190.62,2.79
C000598,M,30-40,Low,High School,Unknown,NY,White-collar,110719.83,1.09
C000599,M,20-30,High,Unknown,Unknown,TX,Businessman,32331.82,2.39
C000600,M,30-40,Med,Graduate,Unknown,PA,Businessman,34191.64,4.11
C000601,M,50-60,High,Doctorate,Married,IL,Blue-collar,197113.28,2.34
C000602,F,50-60,Med,Unknown,Single,NC,Blue-collar,19354.04,3.14
C000603,M,50-60,High,Graduate,Married,CA,Blue-collar,203693.86,1.53
C000604,F,30-40,Med,Doctorate,Married,MI,Govt,124101.14,3.83
C000605,M,40-50,Low,Uneducated,Single,IL,Businessman,217130.62,4.34
C000606,F,40-50,High,Graduate,Unknown,PA,Blue-collar,199917.13,1.62
C000607,M,30-40,Low,Doctorate,Single,CA,White-collar,191027.66,2.91
C000608,M,60+,High,Unknown,Unknown,CA,Businessman,84065.8,2.86
C000609,F,30-40,High,Post-Graduate,Married,NJ,Govt,199822.95,3.03
C000610,F,20-30,Low,Uneducated,Single,NY,Govt,179181.34,2.78
C000611,F,20-30,Low,High School,Unknown,NC,White-collar,46916.51,2.34
C000612,M,40-50,High,Doctorate,Unknown,CA,Businessman,180485.13,1.76
C000613,M,30-40,High,Unknown,Unknown,NJ,White-collar,33468.15,3.15
C000614,M,50-60,High,High School,Married,CA,Selfemployed,48189.77,4.47
C000615,M,50-60,Med,Post-Graduate,Married,FL,Blue-collar,184163.76,2.39
C000616,M,30-40,High,Graduate,Married,NJ,Blue-collar,177097.81,3.33
C000617,F,40-50,Med,Unknown,Married,GA,Govt,76402.27,4.82
C000618,F,40-50,Low,Uneducated,Unknown,PA,Selfemployed,28052.05,4.73
C000619,F,40-50,Low,Post-Graduate,Married,GA,Govt,157676.06,1.35
C000620,F,40-50,Med,Graduate,Married,IL,Blue-collar,97495.77,1.2
C000621,M,40-50,Med,Doctorate,Single,FL,Businessman,212482.33,3.92
C000622,F,50-60,Low,Doctorate,Single,NY,Blue-collar,216681.15,3.59
C000623,M,40-50,High,High School,Single,CA,Blue-collar,120250.91,4.47
C000624,F,50-60,High,Graduate,Single,IL,Selfemployed,110991.45,2.41
C000625,F,50-60,Low,Doctorate,Single,FL,Retirees,149587.33,3.11
C000626,M,30-40,High,Post-Graduate,Married,CA,Retirees,129643.88,2.46
C000627,F,40-50,Low,Post-Graduate,Married,NC,Businessman,123065.74,1.09
C000628,M,30-40,Low,Graduate,Single,NC,Govt,141318.39,1.06
C000629,F,40-50,Low,Post-Graduate,Single,NC,Retirees,79863.53,3.66
C000630,M,40-50,Low,Unknown,Single,FL,Govt,194696.38,4.73
C000631,F,30-40,Low,Graduate,Single,NY,Selfemployed,191608.24,1.08
C000632,F,30-40,Med,Graduate,Unknown,PA,White-collar,128636.75,3.28
C000633,F,40-50,Low,Graduate,Unknown,NY,Govt,56927.14,4.14
C000634,M,50-60,Low,Graduate,Single,MI,Blue-collar,211028.66,2.2
C000635,M,40-50,High,High School,Married,IL,White-collar,148286.25,3.48
C000636,F,40-50,Med,Graduate,Unknown,NC,Businessman,36106.73,3.69
C000637,F,50-60,Low,Doctorate,Married,CA,Govt,36648.39,3.1
C000638,F,40-50,Low,High School,Married,CA,Govt,180263.69,3.47
C000639,F,30-40,Med,Graduate,Married,GA,White-collar,157295.98,2.03
C000640,M,40-50,High,High School,Married,FL,Retirees,208725.88,4.0
C000641,M,40-50,Low,High School,Single,NY,Businessman,70558.17,1.23
C000642,F,60+,Low,Unknown,Single,NC,White-collar,211791.72,3.33
C000643,F,50-60,Low,Uneducated,Unknown,MI,Selfemployed,44698.08,4.91
C000644,M,40-50,Med,Uneducated,Unknown,GA,Retirees,32353.93,3.45
C000645,M,50-60,High,Unknown,Unknown,GA,White-collar,202133.41,3.23
C000646,M,30-40,Low,Graduate,Married,NY,Retirees,50691.95,4.24
C000647,F,30-40,Med,Graduate,Unknown,NC,Govt,201060.94,1.72
C000648,M,40-50,High,High School,Single,FL,White-collar,155445.76,3.45
C000649,F,60+,Med,High School,Married,NJ,Retirees,65440.29,2.09
C000650,M,30-40,Low,Doctorate,Single,NJ,Businessman,228892.7,2.07
C000651,M,50-60,Med,Doctorate,Married,NY,Selfemployed,73433.62,4.35
C000652,M,40-50,High,Graduate,Unknown,CA,Selfemployed,75811.58,3.39
C000653,M,50-60,Low,Graduate,Married,IL,Retirees,182513.1,4.1
C000654,F,30-40,Med,High School,Single,GA,Businessman,101831.69,2.47
C000655,F,20-30,High,Graduate,Unknown,NC,Govt,102083.79,1.41
C000656,M,30-40,Med,Doctorate,Married,IL,White-collar,143328.79,3.57
C000657,M,50-60,High,High School,Single,PA,White-collar,51093.05,2.57
C000658,F,30-40,Low,Graduate,Married,MI,Businessman,113747.79,3.62
C000659,M,30-40,Med,Graduate,Married,NC,Retirees,236458.33,1.09
C000660,M,60+,Med,Post-Graduate,Married,CA,Govt,217037.4,4.66
C000661,M,20-30,High,Graduate,Unknown,IL,Businessman,39943.35,2.33
C000662,M,40-50,Low,High School,Unknown,PA,Selfemployed,37802.92,1.38
C000663,F,40-50,Low,Unknown,Unknown,FL,White-collar,85423.48,1.97
C000664,M,40-50,Low,Post-Graduate,Single,NC,Blue-collar,30560.74,4.59
C000665,F,40-50,High,Graduate,Married,NY,Retirees,101085.27,3.55
C000666,F,30-40,Med,Unknown,Married,NJ,Govt,61023.06,4.88
C000667,M,40-50,Low,High School,Married,CA,Blue-collar,53911.57,3.08
C000668,F,50-60,Low,Post-Graduate,Unknown,TX,White-collar,192806.5,1.33
C000669,F,40-50,Med,Doctorate,Married,PA,Govt,216361.9,3.67
C000670,F,20-30,High,Doctorate,Single,NY,Retirees,111550.05,3.15
C000671,M,50-60,Med,Unknown,Married,NC,White-collar,73078.5,1.71
C000672,F,40-50,Low,High School,Married,GA,Blue-collar,61829.27,2.72
C000673,F,50-60,Med,Uneducated,Unknown,TX,Businessman,171841.07,3.1
C000674,F,40-50,Low,Graduate,Unknown,MI,White-collar,60167.26,2.14
C000675,F,40-50,High,Graduate,Married,MI,Govt,238769.45,3.67
C000676,F,30-40,High,Unknown,Unknown,CA,Businessman,149697.95,2.76
C000677,M,30-40,High,Uneducated,Married,GA,Businessman,18060.66,1.39
C000678,F,60+,Med,Graduate,Single,NC,Selfemployed,88796.98,1.12
C000679,F,30-40,Med,Graduate,Unknown,NY,Govt,44472.0,3.07
C000680,M,20-30,High,Post-Graduate,Unknown,CA,White-collar,159439.11,3.46
C000681,M,40-50,Med,Post-Graduate,Married,FL,Businessman,131209.02,3.01
C000682,F,30-40,High,Uneducated,Unknown,IL,Retirees,164698.79,4.25
C000683,F,20-30,Low,Graduate,Married,FL,Businessman,240997.83,4.01
C000684,M,50-60,Low,Uneducated,Married,FL,Retirees,126102.11,4.41
C000685,M,40-50,Low,Post-Graduate,Unknown,TX,Blue-collar,107147.08,2.61
C000686,M,50-60,Med,Uneducated,Married,CA,Blue-collar,38119.82,2.5
C000687,F,30-40,Low,Unknown,Unknown,CA,Blue-collar,236245.65,1.15
C000688,F,40-50,Low,Graduate,Unknown,NC,White-collar,42388.49,1.97
C000689,F,40-50,Med,Graduate,Single,IL,Retirees,230755.99,4.13
C000690,F,30-40,Med,Post-Graduate,Unknown,PA,Retirees,112131.34,1.87
C000691,M,30-40,Low,High School,Unknown,NJ,Govt,36074.44,3.54
C000692,M,40-50,Low,Uneducated,Unknown,GA,Blue-collar,139176.9,1.81
C000693,F,40-50,Med,Unknown,Unknown,PA,White-collar,101592.54,2.52
C000694,M,40-50,Med,Graduate,Married,PA,Retirees,227191.7,4.56
C000695,M,50-60,High,High School,Married,IL,Blue-collar,203711.18,4.19
C000696,F,50-60,High,Doctorate,Married,FL,Govt,63161.99,4.35
C000697,F,30-40,Med,Graduate,Married,TX,Selfemployed,183201.0,3.72
C000698,F,40-50,Med,Graduate,Single,PA,Blue-collar,15995.05,4.09
C000699,M,40-50,Low,Doctorate,Single,TX,Blue-collar,105372.1,4.76
C000700,F,20-30,Low,Unknown,Married,CA,Selfemployed,154615.66,4.99
C000701,F,30-40,Low,High School,Married,TX,White-collar,245225.45,2.34
C000702,M,20-30,Med,High School,Single,NY,Selfemployed,110944.13,4.07
C000703,M,30-40,Low,Graduate,Unknown,GA,White-collar,46947.35,1.69
C000704,F,50-60,Med,Doctorate,Married,IL,Blue-collar,33361.66,2.14
C000705,F,30-40,High,Unknown,Unknown,MI,Businessman,223784.05,3.5
C000706,F,30-40,Med,Post-Graduate,Single,MI,Selfemployed,238738.05,1.52
C000707,M,60+,Med,Unknown,Married,TX,Retirees,245534.38,3.0
C000708,F,20-30,Med,Doctorate,Single,CA,Retirees,211377.19,4.12
C000709,F,50-60,High,Graduate,Unknown,NJ,Govt,151884.62,3.77
